College Name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Total_Cost,Acceptance_Rate,Faculty_Quality_Index,Student_Success_Index,Region,College_Size,Funding_Type,Academic_Standing
North Dakota State University,No,2968.0,2297,1610,13.0,47,7368,1128,5834.0,2744.0,600,2000,79.0,83.0,17.0,24,6310.0,42,11178,0.773921833,67.4,31.94910354,South,Medium,Public,Low
North Park College,Yes,465.0,361,176,19.0,39,879,156,12580.0,4345.0,400,970,76.0,79.0,13.1,24,10889.0,74,18295,0.776344086,65.8,54.55929386,South,Small,Private,Medium
Northeast Missouri State University,No,6040.0,4577,1620,36.0,72,5640,266,4856.0,3416.0,400,1100,69.0,72.0,15.7,13,6601.0,76,9772,0.757781457,63.6,38.6142006,South,Medium,Religious,High
Northeastern University,Yes,1549.0,8492,2517,23.0,42,11160,10221,13380.0,7425.0,600,1750,73.0,82.0,12.9,17,9563.0,46,23155,0.779156328,66.6,38.15152852,South,Large,Public,Low
Northern Arizona University,No,5891.0,4931,1973,23.0,48,11249,2682,6746.0,3728.0,620,2342,78.0,83.0,21.7,7,6157.0,41,13436,0.837039552,69.0,13.46183717,South,Large,Religious,Low
Northern Illinois University,No,10706.0,7219,2397,12.0,37,14826,1979,7799.0,3296.0,470,1750,73.0,78.0,17.3,11,6086.0,56,13315,0.674294788,62.8,36.11975487,South,Large,Public,Low
Northwest Missouri State University,No,2729.0,2535,1257,8.0,29,4787,472,3735.0,3136.0,250,1630,62.0,65.0,21.7,23,5284.0,54,8751,0.928911689,52.4,42.92674017,Northeast,Medium,Public,Low
Northwest Nazarene College,Yes,616.0,514,385,29.0,52,1115,60,9840.0,2820.0,450,822,59.0,59.0,14.8,20,6261.0,58,13932,0.834415584,53.0,39.01356637,Northeast,Small,Private,Low
Northwestern College,Yes,860.0,811,366,22.0,56,1040,52,9900.0,3075.0,300,1800,68.0,68.0,14.9,34,6357.0,68,15075,0.943023256,58.8,40.26907009,West,Small,Private,Medium
Northwestern University,Yes,12289.0,5200,1902,85.0,98,7450,45,16404.0,5520.0,759,1585,96.0,100.0,6.8,25,26385.0,92,24268,0.423142648,95.4,58.93131469,West,Medium,Private,Elite
Norwich University,Yes,1743.0,1625,626,8.0,29,1862,382,14134.0,5270.0,500,800,71.0,74.0,13.1,22,9209.0,63,20704,0.932300631,59.6,49.23452873,South,Small,Public,Medium
Notre Dame College,Yes,379.0,324,107,15.0,37,500,311,9990.0,4900.0,400,600,44.0,47.0,12.1,26,4948.0,33,15890,0.854881266,39.4,13.49247735,Northeast,Small,Private,Low
Oakland University,No,3041.0,2581,1173,23.0,56,6441,3982,9114.0,4030.0,400,650,88.0,90.0,19.7,13,6637.0,53,14194,0.848733969,75.8,42.7449555,West,Medium,Public,Low
Oberlin College,Yes,1549.0,2767,678,50.0,89,2587,120,19670.0,5820.0,575,1119,77.0,96.0,10.1,47,16593.0,83,27184,0.779156328,79.2,57.8244895,Northeast,Medium,Public,High
Occidental College,Yes,2324.0,1319,370,23.0,81,1686,35,16560.0,5140.0,558,1152,91.0,93.0,10.5,30,16196.0,79,23410,0.567555938,78.2,49.33802335,Midwest,Small,Public,High
Oglethorpe University,Yes,792.0,649,186,56.0,87,769,377,12900.0,4340.0,600,4110,91.0,95.0,13.1,27,8568.0,67,21950,0.819444444,85.6,43.98442464,Midwest,Small,Religious,Medium
Ohio Northern University,Yes,2936.0,2342,669,35.0,62,2502,66,15990.0,4080.0,600,825,73.0,78.0,14.5,31,9979.0,83,21495,0.797683924,67.4,53.01387829,Northeast,Medium,Public,High
Ohio University,No,11023.0,8298,3183,23.0,54,14861,1310,7629.0,4095.0,550,2300,79.0,87.0,20.4,13,8811.0,64,14574,0.752789622,71.0,49.131126,West,Large,Private,Medium
Ohio Wesleyan University,Yes,2190.0,1700,458,36.0,65,1780,48,16732.0,5650.0,550,550,93.0,93.0,12.1,32,12011.0,75,23482,0.776255708,81.6,56.16213905,South,Small,Private,Medium
Oklahoma Baptist University,Yes,758.0,681,484,35.0,59,1707,705,5390.0,3140.0,515,1290,63.0,71.0,15.1,18,5511.0,50,10335,0.898416887,60.6,26.40419433,Midwest,Small,Private,Low
Oklahoma Christian University,Yes,776.0,765,351,23.0,44,1419,228,6400.0,3150.0,500,1900,58.0,64.0,16.2,8,6578.0,45,11950,0.985824742,53.4,29.48203941,South,Small,Private,Low
Oklahoma State University,No,4522.0,3913,2181,29.0,57,12830,1658,9998.0,3344.0,800,3100,84.0,92.0,15.3,14,6433.0,48,7244,0.865325077,76.2,29.28407169,Northeast,Large,Religious,Low
Otterbein College,Yes,1496.0,1205,428,26.0,57,1648,936,12888.0,4440.0,420,840,62.0,68.0,13.9,30,8802.0,87,18588,0.805481283,57.2,67.36754984,Midwest,Small,Public,High
Ouachita Baptist University,Yes,910.0,773,450,31.0,73,1310,61,6530.0,2800.0,500,1500,63.0,67.0,13.6,10,6413.0,65,11330,0.849450549,58.2,38.74950441,South,Small,Public,Medium
Our Lady of the Lake University,Yes,2308.0,1336,295,22.0,46,1202,942,8530.0,3644.0,616,1576,56.0,64.0,14.9,25,7114.0,37,14366,0.578856153,52.4,33.92114552,Midwest,Small,Private,Low
Pace University,Yes,8256.0,3750,1522,37.0,70,5809,4379,11000.0,5160.0,660,1115,90.0,95.0,13.8,10,10059.0,62,17935,0.454215116,81.4,43.2335263,West,Medium,Public,Medium
Pacific Lutheran University,Yes,1603.0,1392,504,23.0,68,2580,302,13312.0,4200.0,600,1516,75.0,78.0,11.0,23,9431.0,83,15428,0.868371803,65.8,52.29032797,Northeast,Medium,Public,High
Pacific Union College,Yes,940.0,668,385,20.0,48,1316,139,11925.0,3825.0,630,1926,48.0,87.0,12.3,12,9157.0,69,18306,0.710638298,58.0,44.91362908,Northeast,Small,Public,Medium
Pacific University,Yes,943.0,849,288,41.0,71,1041,35,14210.0,3994.0,450,1100,76.0,76.0,10.9,22,11216.0,42,19754,0.900318134,69.0,25.3919058,South,Small,Public,Low
Pembroke State University,No,944.0,774,440,14.0,34,2174,529,9998.0,4200.0,550,1498,75.0,82.0,15.0,5,8415.0,48,11168,0.819915254,64.4,27.22690799,West,Medium,Public,Low
Pennsylvania State Univ. Main Campus,No,19315.0,10344,3450,48.0,93,28938,2025,10645.0,4060.0,512,2394,77.0,96.0,18.1,19,8992.0,63,17611,0.535542325,78.8,44.5741343,Midwest,Large,Public,Medium
Pepperdine University,Yes,3821.0,2037,680,86.0,96,2488,625,18200.0,6770.0,500,700,95.0,98.0,11.6,13,16185.0,66,26170,0.533106517,94.4,40.06042225,Northeast,Medium,Religious,Medium
Peru State College,No,701.0,501,458,10.0,40,959,457,2580.0,2624.0,500,900,48.0,100.0,20.1,24,4870.0,44,6604,0.714693295,61.2,19.89816896,West,Small,Public,Low
Pfeiffer College,Yes,838.0,651,159,11.0,25,654,162,9998.0,3700.0,400,1915,62.0,62.0,12.2,13,7634.0,48,6015,0.776849642,51.8,31.70161765,Midwest,Small,Religious,Low
Philadelphia Coll. of Textiles and Sci.,Yes,1538.0,1259,468,19.0,42,1664,1042,11690.0,5062.0,600,1664,48.0,80.0,12.9,15,200000.0,68,19016,0.818595579,55.0,38.58571902,Northeast,Small,Religious,Medium
Phillips University,Yes,692.0,576,174,19.0,50,597,83,10500.0,3860.0,600,940,58.0,64.0,11.6,19,8990.0,39,15900,0.832369942,52.6,23.53919566,South,Small,Public,Low
Piedmont College,Yes,663.0,562,127,20.0,40,641,63,5640.0,3620.0,600,750,89.0,89.0,13.2,17,7309.0,31,10610,0.847662142,75.2,17.15448556,Midwest,Small,Private,Low
Pikeville College,Yes,404.0,400,169,28.0,48,797,100,6000.0,3000.0,500,500,48.0,57.0,13.4,14,5557.0,61,10000,0.99009901,47.6,38.34391964,West,Small,Private,Medium
Pitzer College,Yes,1133.0,630,220,37.0,73,750,30,17688.0,5900.0,650,850,100.0,100.0,10.4,11,14820.0,73,25088,0.556045896,87.4,61.10481551,Midwest,Small,Private,Medium
Point Loma Nazarene College,Yes,809.0,687,428,20.0,43,1889,217,10178.0,4190.0,800,750,71.0,71.0,16.1,19,7895.0,54,15918,0.849196539,60.8,38.08205784,South,Small,Public,Low
Point Park College,Yes,875.0,744,207,7.0,38,1173,1402,9700.0,4830.0,7000,1200,45.0,90.0,14.5,10,7652.0,66,22730,0.850285714,55.4,47.42685504,South,Small,Public,Medium
Polytechnic University,Yes,1132.0,847,302,23.0,89,1379,214,16200.0,4200.0,436,2486,90.0,90.0,10.4,14,14329.0,62,23322,0.748233216,76.6,34.51800852,Northeast,Small,Public,Medium
Prairie View A. and M. University,No,2405.0,2234,1061,10.0,22,4564,448,4290.0,3500.0,598,1582,55.0,93.0,19.4,1,5967.0,35,9970,0.928898129,61.2,21.23018433,Midwest,Medium,Private,Low
Presbyterian College,Yes,1082.0,832,302,34.0,63,1133,30,11859.0,4200.0,554,1429,80.0,85.0,13.4,42,8354.0,85,13842,0.768946396,72.8,60.57651315,Northeast,Small,Religious,High
Princeton University,Yes,13218.0,2042,1153,90.0,98,4540,146,19900.0,5910.0,675,1575,91.0,96.0,8.4,54,28320.0,99,28060,0.154486307,92.8,64.17735544,South,Medium,Private,Elite
Providence College,Yes,5139.0,3346,973,20.0,55,3717,1358,14400.0,6200.0,450,1100,66.0,74.0,18.4,35,8135.0,96,22150,0.651099436,60.0,71.74031422,West,Medium,Private,Elite
Purdue University at West Lafayette,No,21804.0,18744,5874,29.0,60,26213,4065,9556.0,3990.0,570,1060,86.0,86.0,18.2,15,8604.0,67,15176,0.859658778,74.6,40.88651707,West,Large,Religious,Medium
Queens College,Yes,516.0,392,154,32.0,62,630,549,11020.0,4970.0,610,25000,75.0,75.0,14.0,36,9315.0,58,41600,0.759689922,66.4,39.16816932,Midwest,Small,Private,Low
Quincy University,Yes,1025.0,707,297,22.0,66,1070,72,10100.0,4140.0,450,1080,69.0,71.0,16.3,32,6880.0,80,15770,0.689756098,60.4,53.0697418,Midwest,Small,Public,High
Quinnipiac College,Yes,3712.0,2153,806,17.0,45,2677,714,12030.0,6140.0,1000,500,63.0,73.0,12.0,33,8847.0,86,19670,0.580010776,57.8,61.0216033,South,Medium,Religious,High
Radford University,No,5702.0,4894,1742,15.0,37,8077,472,6684.0,4110.0,500,900,73.0,83.0,19.6,9,4519.0,62,12194,0.858295335,65.4,40.19754964,South,Large,Public,Medium
Ramapo College of New Jersey,No,2088.0,957,362,6.0,29,2745,1938,4449.0,4860.0,600,1655,74.0,95.0,17.8,8,7333.0,47,11564,0.458333333,68.8,31.54553186,West,Medium,Public,Low
Randolph-Macon College,Yes,1771.0,1325,306,21.0,46,1071,27,13840.0,4200.0,400,900,77.0,80.0,10.7,38,11080.0,74,15140,0.748164879,67.0,50.61934954,Northeast,Small,Private,Medium
Randolph-Macon Woman's College,Yes,696.0,616,169,23.0,66,653,56,13970.0,4200.0,370,920,88.0,97.0,9.2,24,16358.0,68,15260,0.885057471,78.6,43.92806121,Northeast,Small,Religious,Medium
Reed College,Yes,1966.0,1436,327,47.0,80,1199,61,19960.0,5490.0,500,450,90.0,90.0,11.8,37,15886.0,68,26400,0.730417091,81.4,50.02546934,Midwest,Small,Public,Medium
Regis College,Yes,427.0,385,143,23.0,38,581,533,9998.0,4200.0,450,700,75.0,82.0,10.3,37,8415.0,84,13850,0.901639344,71.0,59.99194187,Midwest,Small,Private,High
Rensselaer Polytechnic Institute,Yes,4996.0,4165,936,53.0,82,4291,16,17475.0,5976.0,1230,1100,94.0,98.0,15.4,21,15605.0,70,25781,0.833666934,87.4,48.55693027,Midwest,Medium,Public,Medium
Rhodes College,Yes,2302.0,1831,391,58.0,82,1345,59,15200.0,4768.0,550,1500,90.0,96.0,10.8,47,13388.0,77,22018,0.795395308,86.0,51.74770833,West,Small,Public,High
Rider University,Yes,3586.0,2424,730,16.0,31,2748,1309,13250.0,5420.0,700,3100,84.0,92.0,12.3,23,11299.0,70,22470,0.675962075,73.6,52.98272015,Northeast,Medium,Public,Medium
Ripon College,Yes,587.0,501,211,28.0,52,735,28,15200.0,4100.0,350,650,75.0,90.0,9.4,49,12472.0,64,20300,0.853492334,71.6,43.62082878,West,Small,Private,Medium
Rivier College,Yes,484.0,386,141,6.0,28,590,1196,9870.0,4200.0,600,1100,59.0,59.0,12.2,19,6744.0,81,11570,0.797520661,48.4,55.16651356,South,Small,Religious,High
Roanoke College,Yes,2227.0,1790,437,27.0,54,1460,239,13425.0,4425.0,450,1200,85.0,89.0,13.0,26,9405.0,72,19500,0.80377189,75.0,50.92345015,South,Small,Public,Medium
Rockhurst College,Yes,935.0,858,345,22.0,50,1127,754,9490.0,4100.0,500,1500,60.0,79.0,10.7,21,7519.0,79,15590,0.917647059,60.0,63.78293341,South,Small,Public,High
Rocky Mountain College,Yes,560.0,392,270,11.0,31,743,118,8734.0,3362.0,7000,625,56.0,78.0,11.3,27,6422.0,68,19721,0.7,55.8,40.89821896,Northeast,Small,Public,Medium
Roger Williams University,Yes,3304.0,2804,679,10.0,20,2111,1489,9998.0,6050.0,500,730,44.0,54.0,16.4,8,7957.0,61,7280,0.848668281,41.2,46.54928447,South,Medium,Public,Medium
Rollins College,Yes,1777.0,1151,382,31.0,55,1668,1052,16425.0,5220.0,955,750,81.0,85.0,13.3,23,200000.0,90,23350,0.647720878,72.6,53.53414419,Northeast,Small,Private,High
Rosary College,Yes,434.0,321,141,28.0,53,624,269,10950.0,4600.0,550,950,79.0,82.0,12.9,30,9264.0,81,17050,0.739631336,70.0,57.78636579,South,Small,Private,High
Rowan College of New Jersey,No,3820.0,1431,695,23.0,70,5303,3942,4356.0,4830.0,800,800,76.0,81.0,22.1,6,7252.0,51,10786,0.37460733,67.4,43.57541414,South,Medium,Private,Low
Rutgers at New Brunswick,No,48094.0,26330,4520,36.0,79,21401,3712,7410.0,4748.0,690,2009,90.0,95.0,19.5,19,10474.0,77,14857,0.547469539,81.2,56.34334262,South,Large,Public,High
Rutgers State University at Camden,No,3366.0,1752,232,27.0,79,2585,1300,9998.0,4748.0,690,2009,90.0,95.0,18.6,12,10134.0,57,7447,0.520499109,79.4,40.75312539,Midwest,Medium,Private,Low
Rutgers State University at Newark,No,1549.0,2690,499,26.0,62,4005,1886,7410.0,4748.0,690,2009,90.0,95.0,17.4,16,11878.0,58,14857,0.779156328,79.2,37.79775266,Midwest,Medium,Public,Low
Sacred Heart University,Yes,2307.0,1896,509,19.0,51,1707,1889,11070.0,5780.0,400,600,71.0,73.0,14.8,16,7120.0,82,17850,0.821846554,61.4,57.555236,Midwest,Small,Public,High
Saint Ambrose University,Yes,897.0,718,276,12.0,48,1345,390,10450.0,4020.0,500,1500,56.0,56.0,14.1,16,7444.0,70,16470,0.800445931,47.2,47.73968592,Northeast,Small,Religious,Medium
Saint Anselm College,Yes,2095.0,1553,514,23.0,40,1873,94,12950.0,5400.0,450,1120,70.0,82.0,14.5,29,6719.0,97,19920,0.741288783,65.4,63.97011696,South,Small,Private,Elite
Saint Cloud State University,No,3971.0,3306,1921,10.0,34,11493,2206,4259.0,2625.0,350,1884,70.0,75.0,18.9,10,200000.0,140,9118,0.832535885,60.0,96.55062192,Northeast,Large,Religious,Low
Saint Francis College IN,Yes,213.0,166,85,13.0,36,513,247,8670.0,3820.0,450,1000,43.0,78.0,12.5,4,7440.0,48,13940,0.779342723,51.0,34.5919058,Midwest,Small,Religious,Low
Saint Francis College,Yes,1046.0,824,284,21.0,45,1223,451,10880.0,5050.0,400,1235,64.0,64.0,19.3,24,7344.0,69,17565,0.787762906,55.4,44.46391466,South,Small,Private,Medium
Saint John's University,Yes,1549.0,800,444,18.0,45,1691,72,12247.0,4081.0,500,600,76.0,85.0,13.6,38,9853.0,70,17428,0.779156328,68.0,44.9685909,Northeast,Small,Religious,Medium
Saint Joseph's College IN,Yes,920.0,684,225,24.0,42,815,222,11200.0,4250.0,600,950,55.0,60.0,14.8,19,7360.0,67,17000,0.743478261,50.8,40.09878281,West,Small,Public,Medium
Saint Joseph's College,Yes,833.0,682,217,12.0,33,716,2196,9985.0,5180.0,500,800,53.0,89.0,27.2,8,4322.0,85,16465,0.818727491,59.2,61.45362513,Midwest,Small,Public,High
Saint Joseph's University,Yes,2519.0,2003,776,39.0,71,2473,1314,12750.0,6350.0,350,1690,84.0,90.0,17.4,13,8243.0,83,21140,0.795156808,77.4,60.82661631,Northeast,Medium,Public,High
Saint Joseph College,Yes,-500.0,241,96,20.0,52,543,712,12200.0,4600.0,650,950,87.0,90.0,11.2,32,8680.0,76,18400,-0.482,74.8,54.35830222,South,Small,Public,High
Saint Louis University,Yes,3294.0,2855,956,23.0,67,4576,1140,11690.0,4730.0,800,6800,84.0,94.0,4.6,19,18367.0,67,24020,0.866727383,75.8,51.72585246,South,Medium,Public,Medium
Saint Mary's College,Yes,888.0,734,393,26.0,60,1433,27,12730.0,4514.0,500,1525,75.0,95.0,9.9,31,11165.0,98,19269,0.826576577,73.2,69.03933819,South,Small,Public,Elite
Saint Mary's College of Minnesota,Yes,876.0,802,367,23.0,35,1263,118,9998.0,3600.0,400,820,68.0,74.0,18.8,19,5081.0,78,4820,0.915525114,61.4,56.56005469,West,Small,Private,High
Saint Mary-of-the-Woods College,Yes,150.0,130,88,23.0,50,341,768,10300.0,4130.0,500,1700,44.0,58.0,10.2,37,9678.0,75,16630,0.866666667,45.4,54.01918713,Midwest,Small,Private,Medium
Saint Michael's College,Yes,1910.0,1380,463,16.0,64,1715,106,13030.0,5860.0,500,750,79.0,88.0,14.5,34,10190.0,84,20140,0.722513089,70.0,58.3422999,West,Small,Private,High
Saint Olaf College,Yes,2248.0,1673,745,38.0,73,2888,105,14350.0,3750.0,550,550,82.0,88.0,10.0,31,12502.0,83,19200,0.744217082,75.6,55.44589086,Midwest,Medium,Public,High
Saint Peter's College,Yes,1606.0,1413,530,23.0,38,1921,1154,9408.0,5520.0,500,450,78.0,78.0,12.1,22,7669.0,53,15878,0.879825654,67.0,48.17076308,South,Small,Private,Low
Saint Vincent College,Yes,700.0,595,278,19.0,35,1035,182,10850.0,3936.0,500,900,62.0,64.0,12.3,31,8534.0,88,16186,0.85,54.2,59.3402451,Northeast,Small,Public,High
Saint Xavier University,Yes,785.0,647,295,15.0,65,1670,726,9998.0,4624.0,600,794,75.0,100.0,13.7,15,8953.0,55,6018,0.824203822,73.0,35.17061144,South,Small,Public,Low
Salem-Teikyo University,Yes,489.0,384,120,23.0,52,700,45,10575.0,3952.0,400,620,46.0,24.0,13.0,9,8946.0,98,15547,0.785276074,32.6,70.77004912,Midwest,Small,Public,Elite
Salem College,Yes,335.0,284,132,28.0,69,534,216,10475.0,4200.0,500,2000,68.0,68.0,11.2,46,9599.0,60,12975,0.847761194,60.0,43.25927208,South,Small,Public,Low
Salisbury State University,No,4216.0,2290,736,23.0,52,4296,1027,5130.0,4690.0,600,1450,73.0,75.0,13.6,18,5125.0,56,11870,0.54316888,63.8,32.17604226,West,Medium,Public,Low
Samford University,Yes,1680.0,1395,691,23.0,76,2959,402,8236.0,3700.0,569,1650,74.0,75.0,14.7,17,9533.0,61,14155,0.830357143,64.2,48.31339127,West,Medium,Private,Medium
San Diego State University,No,9402.0,7020,2151,20.0,70,16407,5550,9998.0,5110.0,612,2400,87.0,93.0,19.5,7,7930.0,41,8122,0.746649649,76.0,28.22902712,West,Large,Private,Low
Santa Clara University,Yes,4019.0,2779,888,40.0,73,3891,128,13584.0,5928.0,630,1278,88.0,92.0,13.9,19,10872.0,100,21420,0.691465539,80.0,64.44534452,Northeast,Medium,Private,Elite
Sarah Lawrence College,Yes,1380.0,768,263,57.0,82,1000,105,19300.0,6694.0,600,700,89.0,93.0,6.1,18,14779.0,83,27294,0.556521739,84.2,64.04392057,Northeast,Small,Public,High
Savannah Coll. of Art and Design,Yes,1109.0,688,386,20.0,65,1897,208,8325.0,5000.0,1200,1600,14.0,98.0,16.1,26,6874.0,55,16125,0.62037872,48.8,41.62837786,West,Small,Private,Low
Schreiner College,Yes,584.0,413,131,19.0,51,521,99,9998.0,4200.0,500,1488,75.0,82.0,11.8,23,8415.0,52,16843,0.707191781,46.6,30.07729004,Midwest,Small,Private,Low
Scripps College,Yes,855.0,632,139,60.0,83,569,7,17238.0,7350.0,600,800,95.0,100.0,8.2,41,18372.0,73,25988,0.739181287,90.0,59.9859142,Northeast,Small,Public,Medium
Seattle Pacific University,Yes,1183.0,1016,411,42.0,82,1922,704,12669.0,4875.0,600,1250,83.0,85.0,16.8,20,10368.0,66,19394,0.858833474,75.6,49.49398684,Midwest,Small,Private,Medium
Seattle University,Yes,2115.0,1540,494,28.0,72,2993,347,12825.0,4375.0,500,1500,85.0,85.0,12.2,16,10175.0,89,19200,0.728132388,73.6,62.24901942,West,Medium,Private,High
Seton Hall University,Yes,4576.0,3565,1000,16.0,36,4384,1530,12000.0,4200.0,650,1000,81.0,84.0,14.4,15,10080.0,64,13650,0.779064685,69.2,52.75109403,Midwest,Medium,Public,Medium
Seton Hill College,Yes,936.0,794,197,24.0,56,752,210,11240.0,4200.0,350,2000,71.0,71.0,11.2,37,10065.0,71,13590,0.848290598,61.6,50.49648892,Northeast,Small,Public,Medium
Shippensburg University of Penn.,No,1549.0,3281,1116,14.0,53,5268,300,7844.0,3504.0,450,1700,80.0,83.0,18.8,13,6719.0,72,13498,0.779156328,68.0,50.25958462,South,Medium,Private,Medium
Shorter College,Yes,540.0,445,165,23.0,70,1115,111,7210.0,3600.0,500,2000,62.0,65.0,13.2,18,7356.0,58,13310,0.824074074,55.4,37.29849942,Northeast,Small,Public,Low
Siena College,Yes,2961.0,1932,628,24.0,68,2669,616,10800.0,5100.0,575,1090,71.0,82.0,14.1,42,8189.0,100,17565,0.65248227,66.0,72.9092522,Midwest,Medium,Public,Elite
Siena Heights College,Yes,464.0,419,183,10.0,31,686,287,9240.0,3880.0,475,1090,29.0,49.0,7.2,17,9431.0,47,14685,0.903017241,33.2,35.28301484,Northeast,Small,Public,Low
Simmons College,Yes,1003.0,782,295,23.0,53,1144,160,16160.0,6950.0,500,1200,74.0,81.0,8.9,33,14086.0,79,24810,0.779661017,66.6,55.3734007,South,Small,Religious,High
Simpson College,Yes,1016.0,872,300,27.0,57,1116,602,11250.0,4980.0,550,1400,66.0,73.0,15.8,36,7411.0,70,18180,0.858267717,61.0,45.05006823,Midwest,Small,Public,Medium
Sioux Falls College,Yes,437.0,400,211,13.0,35,614,271,9998.0,3064.0,500,1700,73.0,73.0,14.8,7,7881.0,48,5264,0.915331808,61.0,34.24964927,West,Small,Public,Low
Skidmore College,Yes,4293.0,2728,591,25.0,62,2322,263,18710.0,5970.0,500,700,87.0,92.0,12.7,29,14837.0,81,25880,0.635453063,76.6,56.35100607,Midwest,Medium,Public,High
Smith College,Yes,2925.0,1598,632,23.0,88,2479,95,9998.0,6390.0,500,1050,85.0,97.0,10.3,44,21199.0,90,7940,0.546324786,77.4,56.33262841,Northeast,Medium,Religious,High
South Dakota State University,No,2807.0,2589,1701,13.0,37,7000,1103,3811.0,2190.0,500,1970,62.0,65.0,15.0,29,5084.0,67,8471,0.922337015,53.4,39.54093824,Northeast,Medium,Private,Medium
Southeast Missouri State University,No,2281.0,1870,1408,18.0,43,6553,1246,4680.0,3540.0,200,2150,75.0,76.0,17.1,8,5916.0,45,10570,0.81981587,64.0,34.32576689,Northeast,Medium,Religious,Low
Southeastern Oklahoma State Univ.,No,818.0,700,447,20.0,50,2962,651,3738.0,2619.0,450,1022,55.0,59.0,19.6,9,4444.0,53,7829,0.855745721,49.6,24.09055842,Midwest,Medium,Public,Low
Southern California College,Yes,-120.0,340,193,18.0,38,784,127,9520.0,4124.0,630,1818,63.0,65.0,18.6,11,8219.0,43,16092,-2.833333333,54.8,31.12705263,Northeast,Small,Public,Low
Southern Illinois University at Edwardsville,No,2540.0,2195,994,13.0,40,6063,2550,5472.0,3598.0,221,2216,76.0,81.0,16.5,8,7498.0,43,11507,0.864173228,65.4,27.70958471,Midwest,Medium,Private,Low
Southern Methodist University,Yes,4301.0,3455,1166,41.0,69,4892,387,12772.0,5078.0,576,1802,74.0,88.0,13.5,17,12726.0,72,20228,0.803301558,73.0,56.94123303,West,Medium,Public,Medium
Southwest Baptist University,Yes,1093.0,1093,642,12.0,32,1770,967,7070.0,2500.0,400,1000,52.0,54.0,15.9,13,4718.0,71,10970,1.0,44.8,47.23265895,West,Small,Private,Medium
Southwest Missouri State University,No,6118.0,5254,3204,15.0,37,13131,3374,4740.0,2590.0,500,1360,70.0,75.0,19.9,11,4632.0,56,9190,0.858777378,61.0,42.49742107,South,Large,Religious,Low
Southwest State University,No,1047.0,938,511,13.0,33,2091,546,4285.0,2750.0,600,1800,58.0,75.0,16.5,31,6591.0,51,9435,0.895893028,55.8,33.71543079,West,Medium,Private,Low
Southwestern Adventist College,Yes,321.0,318,172,11.0,27,620,280,7536.0,3736.0,430,1651,44.0,77.0,13.0,12,5309.0,36,13353,0.990654206,50.6,25.76874077,West,Small,Religious,Low
Southwestern College,Yes,213.0,155,75,28.0,66,504,147,7200.0,3532.0,550,1500,56.0,56.0,11.8,12,7818.0,52,12782,0.727699531,50.4,40.08418265,South,Small,Private,Low
Southwestern University,Yes,1549.0,912,352,44.0,77,1177,43,11850.0,4675.0,600,1050,83.0,89.0,11.3,35,12995.0,67,18175,0.779156328,77.6,44.58722142,West,Small,Public,Medium
Spalding University,Yes,283.0,201,97,10.0,45,589,263,9998.0,2800.0,600,900,50.0,56.0,10.6,40,6860.0,89,4300,0.71024735,44.4,67.28277442,Northeast,Small,Private,High
Spelman College,Yes,3713.0,1237,443,47.0,83,1971,107,7000.0,5565.0,660,2400,73.0,80.0,12.5,18,9988.0,65,15625,0.333153784,70.6,40.53151061,West,Small,Public,Medium
Spring Arbor College,Yes,372.0,362,181,15.0,32,1501,353,8600.0,3550.0,385,665,48.0,48.0,15.4,9,10938.0,49,13200,0.97311828,41.4,35.77296421,Midwest,Small,Private,Low
St. Bonaventure University,Yes,1489.0,1313,375,13.0,45,1688,131,10456.0,4927.0,500,1050,91.0,91.0,17.7,32,9828.0,78,16933,0.881799866,75.4,59.21319861,South,Small,Public,High
St. John's College,Yes,323.0,278,122,31.0,51,393,4,9998.0,5450.0,275,800,63.0,72.0,7.2,26,15622.0,64,6525,0.860681115,60.2,48.10018746,West,Small,Public,Medium
St. John Fisher College,Yes,1368.0,1064,354,19.0,51,1687,677,10570.0,5600.0,400,800,86.0,81.0,14.5,29,7908.0,66,17370,0.777777778,70.6,55.78222438,Midwest,Small,Private,Medium
St. Lawrence University,Yes,2753.0,1820,505,31.0,56,1801,45,9998.0,5730.0,650,825,90.0,94.0,11.5,38,14980.0,85,7205,0.661096985,79.8,55.68280341,Northeast,Small,Public,High
St. Martin's College,Yes,191.0,165,63,5.0,25,494,574,11550.0,4270.0,300,500,43.0,77.0,14.5,8,9209.0,40,16620,0.863874346,49.0,21.10425374,Midwest,Small,Public,Low
St. Mary's College of California,Yes,2643.0,1611,465,36.0,80,2615,248,13332.0,4200.0,630,1584,75.0,89.0,16.1,17,9619.0,78,15546,0.60953462,72.8,49.62832446,Midwest,Medium,Private,High
St. Mary's College of Maryland,No,1340.0,695,285,42.0,73,1315,209,6800.0,4730.0,675,1250,84.0,89.0,11.6,23,10357.0,63,13455,0.518656716,77.6,47.40221283,West,Small,Public,Medium
St. Mary's University of San Antonio,Yes,1243.0,1020,414,33.0,60,2149,418,8678.0,3858.0,700,1736,75.0,83.0,16.2,7,7651.0,72,14972,0.820595334,69.8,52.88961467,West,Medium,Private,Medium
